	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous
0	HJHEFEJI_01771	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	144.4	0
0	HJHEFEJI_01774	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	92.0	0
0	HJHEFEJI_01775	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	134.0	0
0	HJHEFEJI_01780	class	Archaeplastida; Rhodophyta; Porphyridiophyceae; Porphyridiales	Porphyridiales	253.4	0
0	HJHEFEJI_01785	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	154.1	0
0	HJHEFEJI_01793	order	Excavata; Discoba; Heterolobosea; Heterolobosea_X; Vahlkampfiidae	Vahlkampfiidae	328.6	0
0	HJHEFEJI_01796	class	Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	229.6	0
0	HJHEFEJI_01799	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	102.4	0
0	HJHEFEJI_01801	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	229.9	0
0	HJHEFEJI_01807	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	265.0	0
0	HJHEFEJI_01813	division	Archaeplastida; Chlorophyta; Mamiellophyceae	Mamiellophyceae	91.3	0
0	HJHEFEJI_01815	division	Stramenopiles; Ochrophyta; Raphidophyceae	Raphidophyceae	74.3	0
0	HJHEFEJI_01820	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	107.1	0
0	HJHEFEJI_01821	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	67.4	0
0	HJHEFEJI_01825	class	Amoebozoa; Discosea; Discosea_X; Discosea_XX	Discosea_XX	203.0	0
0	HJHEFEJI_01827	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales	Pedinellales	70.5	0
0	HJHEFEJI_01831	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	124.4	0
0	HJHEFEJI_01843	class	Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales	Prorocentrales	84.3	0
0	HJHEFEJI_01845	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	178.7	0
0	HJHEFEJI_01847	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	169.1	0
0	HJHEFEJI_01849	family	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X; Nephroselmis	Nephroselmis	57.4	0
0	HJHEFEJI_01850	genus	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae; Chloroparvula; Chloroparvula sp.	Chloroparvula sp.	604.0	0
0	HJHEFEJI_01856	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	167.9	0
0	HJHEFEJI_01857	class	Rhizaria; Foraminifera; Globothalamea; Rotaliida	Rotaliida	185.7	0
0	HJHEFEJI_01859	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	78.6	0
0	HJHEFEJI_01863	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	190.3	0
0	HJHEFEJI_01868	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	259.6	0
0	HJHEFEJI_01870	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	111.3	0
0	HJHEFEJI_01880	order	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadales_X	Chlamydomonadales_X	256.9	0
0	HJHEFEJI_01905	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	123.6	0
0	HJHEFEJI_01911	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	148.7	0
0	HJHEFEJI_01913	division	Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	113.6	0
0	HJHEFEJI_01915	division	Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	99.8	0
0	HJHEFEJI_01916	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	111.3	0
0	HJHEFEJI_01917	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	70.5	0
0	HJHEFEJI_01918	division	Archaeplastida; Chlorophyta; Chlorophyta_X	Chlorophyta_X	89.7	0
0	HJHEFEJI_01921	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	204.5	0
0	HJHEFEJI_01924	family	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales; Cryptomonadales_X; Rhodomonas	Rhodomonas	62.0	0
0	HJHEFEJI_01925	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	258.8	0
0	HJHEFEJI_01927	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	192.2	0
0	HJHEFEJI_01930				298.9	1
0	HJHEFEJI_01931	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	181.8	0
0	HJHEFEJI_01932	class	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	100.5	0
0	HJHEFEJI_01933	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	103.2	0
0	HJHEFEJI_01935	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	195.7	0
0	HJHEFEJI_01936	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	73.6	0
0	HJHEFEJI_01937	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	107.1	0
0	HJHEFEJI_01942	species	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pterosperma; Pterosperma	Pterosperma	322.4	0
0	HJHEFEJI_01945	supergroup	Archaeplastida	Archaeplastida	145.6	1
0	HJHEFEJI_01946	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	61.6	0
0	HJHEFEJI_01947	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	109.0	0
0	HJHEFEJI_01948	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	77.0	0
0	HJHEFEJI_01949	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	193.7	0
0	HJHEFEJI_01951	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	92.8	0
0	HJHEFEJI_01952	class	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	92.4	0
0	HJHEFEJI_01953	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	180.6	0
0	HJHEFEJI_01956	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	128.6	0
0	HJHEFEJI_01958	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	141.4	0
0	HJHEFEJI_01961	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	493.4	0
0	HJHEFEJI_01965	class	Archaeplastida; Rhodophyta; Rhodellophyceae; Rhodellales	Rhodellales	216.9	0
0	HJHEFEJI_01966	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	207.6	0
0	HJHEFEJI_01970	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	90.1	0
0	HJHEFEJI_01972	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	211.5	0
0	HJHEFEJI_01974	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	105.1	0
0	HJHEFEJI_01975	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	126.3	0
0	HJHEFEJI_01977	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	165.6	0
0	HJHEFEJI_01995	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	115.2	0
0	HJHEFEJI_01996	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	207.6	0
0	HJHEFEJI_01997	order	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadales_X	Chlamydomonadales_X	55.5	0
0	HJHEFEJI_02005	class	Opisthokonta; Fungi; Ascomycota; Saccharomycotina	Saccharomycotina	347.4	0
0	HJHEFEJI_02007	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	219.2	0
0	HJHEFEJI_02009	division	Archaeplastida; Rhodophyta; Porphyridiophyceae	Porphyridiophyceae	79.3	0
0	HJHEFEJI_02010	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	180.6	0
0	HJHEFEJI_02011	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	177.6	0
0	HJHEFEJI_02012	family	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX; Heterosigma	Heterosigma	192.6	0
0	HJHEFEJI_02017	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	95.1	0
0	HJHEFEJI_02018	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	171.4	0
0	HJHEFEJI_02019	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	156.8	0
0	HJHEFEJI_02020	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	60.1	0
0	HJHEFEJI_02022	class	Excavata; Discoba; Euglenozoa; Kinetoplastida	Kinetoplastida	67.0	0
0	HJHEFEJI_02023	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	124.0	0
0	HJHEFEJI_02025	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	68.9	0
0	HJHEFEJI_02027	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	378.3	0
0	HJHEFEJI_02028	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Labyrinthulales	Labyrinthulales	105.5	0
0	HJHEFEJI_02029	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	171.0	0
0	HJHEFEJI_02030	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	164.1	0
0	HJHEFEJI_02032	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	182.2	0
0	HJHEFEJI_02033	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	68.2	0
0	HJHEFEJI_02034	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	238.4	0
0	HJHEFEJI_02035	family	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pyramimonas	Pyramimonas	385.6	0
0	HJHEFEJI_02038	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	131.7	0
0	HJHEFEJI_02039	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	140.6	0
0	HJHEFEJI_02042	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	73.2	0
0	HJHEFEJI_02043	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	71.6	0
0	HJHEFEJI_02044	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	198.7	0
0	HJHEFEJI_02046	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	164.5	0
0	HJHEFEJI_02047	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	150.2	0
0	HJHEFEJI_02048	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	69.7	0
0	HJHEFEJI_02050	class	Amoebozoa; Lobosa; Lobosa_X; Stygamoebida	Stygamoebida	92.4	0
0	HJHEFEJI_02051	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	159.1	0
0	HJHEFEJI_02053	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	369.0	0
0	HJHEFEJI_02061				112.8	1
0	HJHEFEJI_02062	division	Archaeplastida; Glaucophyta; Glaucocystophyceae	Glaucocystophyceae	71.2	0
0	HJHEFEJI_02063	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	166.4	0
0	HJHEFEJI_02064	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	206.1	0
0	HJHEFEJI_02065	division	Archaeplastida; Chlorophyta; Pyramimonadales	Pyramimonadales	64.3	0
0	HJHEFEJI_02072	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	68.6	0
0	HJHEFEJI_02073	class	Amoebozoa; Discosea; Discosea_X; Discosea_XX	Discosea_XX	527.3	0
0	HJHEFEJI_02074	class	Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	112.5	0
0	HJHEFEJI_02076	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	248.8	0
0	HJHEFEJI_02078	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	86.3	0
0	HJHEFEJI_02080	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	316.2	0
0	HJHEFEJI_02081	order	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX	Ciliophora_XXX	690.6	0
0	HJHEFEJI_02083	division	Archaeplastida; Chlorophyta; Picocystophyceae	Picocystophyceae	104.0	0
0	HJHEFEJI_02084	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	172.2	0
0	HJHEFEJI_02086	division	Excavata; Discoba; Heterolobosea	Heterolobosea	130.6	0
0	HJHEFEJI_02087	class	Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	129.4	0
0	HJHEFEJI_02091	division	Stramenopiles; Ochrophyta; Raphidophyceae	Raphidophyceae	96.7	0
0	HJHEFEJI_02095	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	151.8	0
0	HJHEFEJI_02100	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	323.9	0
0	HJHEFEJI_02102	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	235.3	0
0	HJHEFEJI_02108	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	105.5	0
0	HJHEFEJI_02110	class	Alveolata; Dinoflagellata; Dinophyceae; Dinophysiales	Dinophysiales	123.2	0
0	HJHEFEJI_02112	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	403.7	0
0	HJHEFEJI_02116	class	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales	Chlorellales	375.9	0
0	HJHEFEJI_02117	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	152.1	0
0	HJHEFEJI_02121	division	Amoebozoa; Conosa; Variosea	Variosea	119.8	0
0	HJHEFEJI_02122	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	165.6	0
0	HJHEFEJI_02123	genus	Amoebozoa; Discosea; Discosea_X; Discosea_XX; Discosea_XXX; Stereomyxa; Dracoamoeba jormungandri (formerly Stereomyxa ramosa)	Dracoamoeba jormungandri (formerly Stereomyxa ramosa)	106.3	0
0	HJHEFEJI_02124	division	Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	65.1	0
0	HJHEFEJI_02125	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	127.1	0
0	HJHEFEJI_02126	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	442.2	0
0	HJHEFEJI_02127	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	208.8	0
0	HJHEFEJI_02128	order	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales; Cryptomonadales_X	Cryptomonadales_X	79.0	0
0	HJHEFEJI_02131				186.8	1
0	HJHEFEJI_02133	division	Archaeplastida; Chlorophyta; Chlorodendrophyceae	Chlorodendrophyceae	80.9	0
0	HJHEFEJI_02136	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	294.3	0
0	HJHEFEJI_02138	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	58.9	0
0	HJHEFEJI_02139	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	142.5	0
0	HJHEFEJI_02142	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	77.4	0
0	HJHEFEJI_02144	class	Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	254.6	0
0	HJHEFEJI_02145	class	Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales	Prorocentrales	149.1	0
0	HJHEFEJI_02146	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	307.8	0
0	HJHEFEJI_02149	order	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	155.6	0
0	HJHEFEJI_02154	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	474.6	0
0	HJHEFEJI_02155	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	142.9	0
0	HJHEFEJI_02157	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	73.6	0
0	HJHEFEJI_02164	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	223.8	0
0	HJHEFEJI_02165	division	Stramenopiles; Sagenista; Labyrinthulomycetes	Labyrinthulomycetes	151.8	0
0	HJHEFEJI_02166	class	Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales	Oxyrrhinales	261.2	0
0	HJHEFEJI_02168	order	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales; Chlorodendraceae	Chlorodendraceae	831.2	0
0	HJHEFEJI_02170	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	98.6	0
0	HJHEFEJI_02174	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	362.1	0
0	HJHEFEJI_02175	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	210.3	0
0	HJHEFEJI_02176	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	164.9	0
0	HJHEFEJI_02177	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	228.0	0
0	HJHEFEJI_02178				394.4	1
0	HJHEFEJI_02179	order	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X	Acanthoecida_X	104.8	0
0	HJHEFEJI_02183	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	136.3	0
0	HJHEFEJI_02184	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	93.2	0
0	HJHEFEJI_02188	order	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	85.5	0
0	HJHEFEJI_02196	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	126.7	0
0	HJHEFEJI_02197	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	118.2	0
0	HJHEFEJI_02200	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	163.3	0
0	HJHEFEJI_02201	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	165.2	0
0	HJHEFEJI_02202	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	197.6	0
0	HJHEFEJI_02203	division	Alveolata; Ciliophora; Ciliophora_X	Ciliophora_X	76.6	0
0	HJHEFEJI_02204	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	277.3	0
0	HJHEFEJI_02205	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	200.7	0
0	HJHEFEJI_02206	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	115.5	0
0	HJHEFEJI_02207	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	95.9	0
0	HJHEFEJI_02210	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	399.8	0
0	HJHEFEJI_02211	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	249.6	0
0	HJHEFEJI_02214	class	Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	250.0	0
0	HJHEFEJI_02215	family	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mantoniella	Mantoniella	673.7	0
0	HJHEFEJI_02219	division	Archaeplastida; Glaucophyta; Glaucocystophyceae	Glaucocystophyceae	67.8	0
0	HJHEFEJI_02222	division	Archaeplastida; Chlorophyta; Chlorodendrophyceae	Chlorodendrophyceae	131.3	0
0	HJHEFEJI_02223	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	105.5	0
0	HJHEFEJI_02224	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	194.9	0
0	HJHEFEJI_02231	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	100.9	0
0	HJHEFEJI_02232	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	57.4	0
0	HJHEFEJI_02234	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	115.5	0
0	HJHEFEJI_02239	class	Stramenopiles; Opalozoa; Bicoecea; Bicoecales	Bicoecales	83.2	0
0	HJHEFEJI_02240	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	366.7	0
0	HJHEFEJI_02241	division	Amoebozoa; Conosa; Variosea	Variosea	159.8	0
0	HJHEFEJI_02248	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	92.8	0
0	HJHEFEJI_02249	class	Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	437.2	0
0	HJHEFEJI_02252	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	237.3	0
0	HJHEFEJI_02253	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	187.2	0
0	HJHEFEJI_02256	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	86.3	0
0	HJHEFEJI_02259	division	Amoebozoa; Lobosa	Lobosa	191.4	1
0	HJHEFEJI_02264	family	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales; Pseudopedinella	Pseudopedinella	207.6	0
0	HJHEFEJI_02265	order	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae	Chloropicaceae	177.6	0
0	HJHEFEJI_02267	supergroup	Stramenopiles	Stramenopiles	183.3	1
0	HJHEFEJI_02276	class	Alveolata; Ciliophora; Spirotrichea; Tintinnida	Tintinnida	176.0	0
0	HJHEFEJI_02277	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	171.4	0
0	HJHEFEJI_02279	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	199.5	0
0	HJHEFEJI_02280	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	158.3	0
0	HJHEFEJI_02282	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	118.6	0
0	HJHEFEJI_02283	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	251.9	0
0	HJHEFEJI_02291	class	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	63.2	1
0	HJHEFEJI_02293	family	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X; Nephroselmis	Nephroselmis	430.3	0
0	HJHEFEJI_02294	division	Archaeplastida; Glaucophyta; Glaucocystophyceae	Glaucocystophyceae	114.0	0
0	HJHEFEJI_02295	order	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	149.1	0
0	HJHEFEJI_02296	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	75.5	0
0	HJHEFEJI_02297	order	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae	Chloropicaceae	83.6	0
0	HJHEFEJI_02304	division	Archaeplastida; Rhodophyta; Porphyridiophyceae	Porphyridiophyceae	178.7	0
0	HJHEFEJI_02306	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	83.2	0
0	HJHEFEJI_02308	order	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales; Goniomonadales_X	Goniomonadales_X	154.1	0
0	HJHEFEJI_02311	order	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	270.4	0
0	HJHEFEJI_02312	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	122.1	0
