	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	HJHEFEJI_03270	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	376.7	1	
0	HJHEFEJI_03271	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	280.4	0	
0	HJHEFEJI_03276	order	Eukaryota; Archaeplastida; Streptophyta; Brassicales; Brassicaceae	Brassicaceae	254.2	0	
0	HJHEFEJI_03277	species	Eukaryota; Archaeplastida; Streptophyta; Solanaceae; Solanoideae; Hyoscyameae; Atropa belladonna	Atropa belladonna	681.4	0	
0	HJHEFEJI_03278	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	239.2	0	
0	HJHEFEJI_03279	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	1679.1	0	
0	HJHEFEJI_03280	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	181.0	0	
0	HJHEFEJI_03281	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	328.9	0	
0	HJHEFEJI_03282	species	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Vitis vinifera	Vitis vinifera	86.3	0	
0	HJHEFEJI_03283	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	542.0	0	
0	HJHEFEJI_03284	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	408.7	0	
0	HJHEFEJI_03285	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	404.8	0	
0	HJHEFEJI_03286	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	382.9	0	
0	HJHEFEJI_03287	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	659.1	0	
0	HJHEFEJI_03288	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	662.9	0	
0	HJHEFEJI_03289	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	278.1	1	
0	HJHEFEJI_03292	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	90.1	1	
0	HJHEFEJI_03293	species	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. campestris str. B100	Xanthomonas campestris pv. campestris str. B100	155.2	0	
0	HJHEFEJI_03294	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	797.0	0	
0	HJHEFEJI_03296	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	1050.4	0	
0	HJHEFEJI_03297	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	431.4	0	
0	HJHEFEJI_03298	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	634.0	0	
0	HJHEFEJI_03299	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	475.7	0	
0	HJHEFEJI_03300	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	191.0	0	
0	HJHEFEJI_03303	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	807.0	0	
0	HJHEFEJI_03304	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	290.8	1	
0	HJHEFEJI_03305	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	446.4	0	
0	HJHEFEJI_03306	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	550.8	1	
0	HJHEFEJI_03307	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	60.5	1	
0	HJHEFEJI_03310	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	315.8	1	
0	HJHEFEJI_03311	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	66.2	0	
0	HJHEFEJI_03312	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	78.6	0	
0	HJHEFEJI_03313	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	531.9	0	
0	HJHEFEJI_03314	class	Eukaryota; Archaeplastida; Streptophyta; Brassicales	Brassicales	117.1	0	
0	HJHEFEJI_03315	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	289.7	1	
0	HJHEFEJI_03316	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	302.4	1	
0	HJHEFEJI_03318	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	135.6	0	
0	HJHEFEJI_03321	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	86.7	0	
0	HJHEFEJI_03322	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc inhae KCTC 3774	Leuconostoc inhae KCTC 3774	235.0	0	
0	HJHEFEJI_03323	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	241.9	0	
0	HJHEFEJI_03324	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	246.9	0	
0	HJHEFEJI_03325	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	145.2	0	
0	HJHEFEJI_03326	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	353.2	0	
0	HJHEFEJI_03327	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	689.5	0	
0	HJHEFEJI_03328	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	210.3	0	
0	HJHEFEJI_03329	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	311.6	0	
0	HJHEFEJI_03330	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	223.4	0	
0	HJHEFEJI_03331	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	80.1	0	
0	HJHEFEJI_03332	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	468.0	0	
0	HJHEFEJI_03333	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	298.5	0	
0	HJHEFEJI_03334	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	144.4	0	
0	HJHEFEJI_03335	family	Bacteria; Actinobacteria; Actinobacteria_X; Micrococcales; Micrococcaceae; Rothia	Rothia	155.6	0	
0	HJHEFEJI_03337	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	97.8	0	
0	HJHEFEJI_03338	order	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	unclassified Siphoviridae	281.6	0	
0	HJHEFEJI_03341	class	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales	Pseudomonadales	60.5	0	
0	HJHEFEJI_03342	class	Eukaryota; Stramenopiles; Stramenopiles_X; Raphidophyceae	Raphidophyceae	145.2	0	
0	HJHEFEJI_03343	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	648.7	1	
0	HJHEFEJI_03345	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	377.5	0	
0	HJHEFEJI_03346	species	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; Leek_yellow_stripe_virus_Species; Leek yellow stripe virus	Leek yellow stripe virus	267.3	0	
0	HJHEFEJI_03347	species	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. campestris str. B100	Xanthomonas campestris pv. campestris str. B100	215.3	0	
0	HJHEFEJI_03348	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	199.1	0	
0	HJHEFEJI_03349	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	971.1	0	
0	HJHEFEJI_03350	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	424.1	0	
0	HJHEFEJI_03351	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	85.5	0	
0	HJHEFEJI_03352	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	908.7	0	
0	HJHEFEJI_03353	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	490.7	0	
0	HJHEFEJI_03354	order	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X	Embryophyceae_X	105.1	0	
0	HJHEFEJI_03355	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	480.7	0	
0	HJHEFEJI_03356	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	861.3	0	
0	HJHEFEJI_03357	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	635.6	0	
0	HJHEFEJI_03358	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	1001.5	0	
0	HJHEFEJI_03359	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	427.6	0	
0	HJHEFEJI_03360	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	681.4	1	
0	HJHEFEJI_03361	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	404.4	0	
0	HJHEFEJI_03362	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	Psychrobacter	214.5	1	
0	HJHEFEJI_03363	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	Psychrobacter	157.5	1	
0	HJHEFEJI_03364	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter	Psychrobacter	282.3	1	
0	HJHEFEJI_03365	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	190.7	0	
0	HJHEFEJI_03366	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	521.2	0	
0	HJHEFEJI_03367	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	236.1	0	
0	HJHEFEJI_03368	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	543.1	0	
0	HJHEFEJI_03369	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	194.9	0	
0	HJHEFEJI_03371	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	152.5	1	
0	HJHEFEJI_03372	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc argentinum KCTC 3773	Leuconostoc argentinum KCTC 3773	132.5	0	
0	HJHEFEJI_03373	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	158.3	1	
0	HJHEFEJI_03374	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	156.8	0	
0	HJHEFEJI_03375	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	566.2	0	
0	HJHEFEJI_03376	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	469.2	0	
0	HJHEFEJI_03377	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	1149.8	0	
0	HJHEFEJI_03378	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	1101.7	0	
0	HJHEFEJI_03379	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	607.4	0	
0	HJHEFEJI_03380	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	718.0	0	
0	HJHEFEJI_03381	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	730.7	0	
0	HJHEFEJI_03383	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	414.5	0	
0	HJHEFEJI_03385	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Oryza sativa Indica Group	Oryza sativa Indica Group	649.0	0	
0	HJHEFEJI_03387	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	408.3	0	
0	HJHEFEJI_03388	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	331.6	0	
0	HJHEFEJI_03389	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus mali KCTC 3596 = DSM 20444	Lactobacillus mali KCTC 3596 = DSM 20444	630.9	0	
0	HJHEFEJI_03390	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	372.9	0	
0	HJHEFEJI_03391	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	352.1	0	
0	HJHEFEJI_03392	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	287.7	0	
0	HJHEFEJI_03393	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	632.1	0	
0	HJHEFEJI_03394	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	300.8	0	
0	HJHEFEJI_03395	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae	Lactobacillaceae	92.8	1	
0	HJHEFEJI_03396	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	1260.7	1	
0	HJHEFEJI_03397	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	910.6	1	
0	HJHEFEJI_03398	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	509.6	1	
0	HJHEFEJI_03399	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	471.5	1	
0	HJHEFEJI_03400	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	564.3	1	
0	HJHEFEJI_03401	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	775.0	1	
0	HJHEFEJI_03402	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	233.8	1	
0	HJHEFEJI_03403	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	350.1	1	
0	HJHEFEJI_03404	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	867.1	0	
0	HJHEFEJI_03405	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	764.2	0	
0	HJHEFEJI_03406	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. cremoris ATCC 19254	Leuconostoc mesenteroides subsp. cremoris ATCC 19254	684.9	0	
0	HJHEFEJI_03408	species	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Populus trichocarpa	Populus trichocarpa	390.2	0	
0	HJHEFEJI_03409	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	166.8	1	
0	HJHEFEJI_03410	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	151.0	1	
0	HJHEFEJI_03412	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	422.9	0	
0	HJHEFEJI_03413	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	283.1	0	
0	HJHEFEJI_03414	family	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	85.5	0	
0	HJHEFEJI_03415	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	425.6	1	
0	HJHEFEJI_03416	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	116.3	0	
0	HJHEFEJI_03417	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	691.4	0	
0	HJHEFEJI_03418	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	330.1	0	
0	HJHEFEJI_03419	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	406.0	0	
0	HJHEFEJI_03421	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	337.0	1	
0	HJHEFEJI_03422	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	813.1	1	
0	HJHEFEJI_03423	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	162.2	1	
0	HJHEFEJI_03424	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Solanum bulbocastanum	Solanum bulbocastanum	959.5	0	
0	HJHEFEJI_03425	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	1157.9	0	
0	HJHEFEJI_03426	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	181.4	0	
0	HJHEFEJI_03429	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	1869.0	0	
0	HJHEFEJI_03430	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae	Lactobacillaceae	180.3	0	
0	HJHEFEJI_03431	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella	Weissella	556.6	0	
0	HJHEFEJI_03432	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	489.6	0	
0	HJHEFEJI_03434	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	1520.8	1	
0	HJHEFEJI_03435	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	299.3	1	
0	HJHEFEJI_03436	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. raphani 756C	Xanthomonas campestris pv. raphani 756C	86.7	0	
0	HJHEFEJI_03438	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	1216.1	0	
0	HJHEFEJI_03439	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	490.0	0	
0	HJHEFEJI_03440	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	926.8	0	
0	HJHEFEJI_03441	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	192.6	0	
0	HJHEFEJI_03442	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	362.1	1	
0	HJHEFEJI_03443	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	553.9	0	
0	HJHEFEJI_03444	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	427.6	0	
0	HJHEFEJI_03445	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	732.3	0	
0	HJHEFEJI_03447	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	243.8	0	
